City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
335,varia,0,GR,1524541800,100,38.6,21.58,50.0,2.37
336,horadiz,20,AZ,1524544161,87,39.45,47.33,48.82,2.37
337,nunchia,48,CO,1524544162,96,5.64,-72.2,72.85,2.71
338,mazatlan,40,MX,1524541440,77,23.22,-106.42,69.8,2.15
339,marzuq,0,YE,1524544162,87,14.4,46.47,51.07,2.37
340,shar,0,NG,1524544162,78,7.3,8.73,78.79,12.44
341,fort nelson,75,CA,1524542400,32,58.81,-122.69,53.6,6.93
342,banda aceh,88,ID,1524544163,100,5.56,95.32,73.75,3.15
343,staryy nadym,92,RU,1524544163,90,65.61,72.68,22.72,11.32
344,soyo,76,AO,1524544163,97,-6.13,12.37,78.16,3.15
345,ossora,0,RU,1524544163,91,59.24,163.07,32.08,18.81
346,beruwala,76,LK,1524544163,98,6.48,79.98,84.46,3.38
347,jilib,48,SO,1524544164,93,0.49,42.79,75.82,2.93
348,am timan,0,TD,1524544164,25,11.04,20.28,70.15,6.62
349,dicabisagan,32,PH,1524544164,95,17.08,122.42,82.03,4.38
350,khuzdar,0,PK,1524544164,22,27.8,66.62,62.59,3.38
351,kenai,90,US,1524542160,81,60.55,-151.26,46.4,4.38
352,kirkenaer,32,NO,1524544165,81,60.46,12.06,37.66,6.29
353,sangar,76,RU,1524543710,50,63.92,127.47,27.31,10.65
354,luanda,75,AO,1524538800,88,-8.83,13.24,80.6,6.93
355,gravdal,92,NO,1524541800,93,59.79,5.78,44.6,9.17
356,kavaratti,20,IN,1524543743,100,10.57,72.64,85.99,2.82
357,biak,92,ID,1524544166,100,-0.91,122.88,74.56,2.82
358,fort-shevchenko,56,KZ,1524544166,92,44.51,50.26,50.26,10.42
359,mount isa,0,AU,1524542400,16,-20.73,139.49,87.8,10.29
360,quatre cocos,75,MU,1524542400,94,-20.21,57.76,77.0,28.86
361,arman,8,RU,1524540600,51,59.7,150.17,39.2,11.18
362,hay river,75,CA,1524538800,45,60.82,-115.79,44.6,8.05
363,tanout,0,NE,1524544167,25,14.97,8.88,67.54,3.38
364,talnakh,68,RU,1524543632,90,69.49,88.39,11.2,14.23
365,byron bay,90,AU,1524542400,60,-28.65,153.62,71.6,13.87
366,sri aman,75,MY,1524542400,83,1.24,111.46,84.2,2.24
367,ryotsu,90,JP,1524538800,93,38.08,138.43,57.2,6.93
368,zilair,12,RU,1524544167,90,52.23,57.44,32.62,3.6
369,mitsamiouli,20,KM,1524542400,74,-11.38,43.28,80.6,13.87
370,banjar,24,ID,1524544171,83,-7.37,108.54,82.03,3.6
371,amantea,75,IT,1524541800,87,39.13,16.07,60.8,3.36
372,cabedelo,40,BR,1524538800,88,-6.97,-34.84,75.2,3.36
373,izhma,12,RU,1524544172,84,65.01,53.91,20.92,5.61
374,changji,0,CN,1524544172,83,32.07,116.17,63.85,10.87
375,birecik,0,TR,1524541800,71,37.03,37.98,53.6,2.59
376,lamu,100,ID,1524544172,90,0.57,122.3,80.5,1.48
377,cayenne,76,GF,1524542400,100,4.94,-52.33,73.4,1.12
378,sydney,20,AU,1524542400,60,-33.85,151.22,78.8,10.29
379,giaginskaya,0,RU,1524544173,80,44.88,40.06,41.53,2.26
380,meulaboh,92,ID,1524543689,100,4.14,96.13,77.26,3.94
381,pacific grove,90,US,1524542100,81,36.62,-121.92,53.6,6.93
